Epoch	TrainError	TrainCCR	TestCCR
1 0.333012 100 100
2 0.300877 100 100
3 0.299705 100 100
4 0.298819 100 100
5 0.29799 100 100
6 0.297187 100 100
7 0.296403 100 100
8 0.295639 100 100
9 0.294894 100 100
10 0.294166 100 100
11 0.293456 100 100
12 0.292762 100 100
13 0.292085 100 100
14 0.291423 100 100
15 0.290777 100 100
16 0.290146 100 100
17 0.289529 100 100
18 0.288927 100 100
19 0.288338 100 100
20 0.287763 100 100
21 0.287201 100 100
22 0.286652 100 100
23 0.286116 100 100
24 0.285592 100 100
25 0.285081 100 100
26 0.28458 100 100
27 0.284092 100 100
28 0.283615 100 100
29 0.283148 100 100
30 0.282693 100 100
31 0.282248 100 100
32 0.281813 100 100
33 0.281388 100 100
34 0.280972 100 100
35 0.280567 100 100
36 0.28017 100 100
37 0.279783 100 100
38 0.279404 100 100
39 0.279034 100 100
40 0.278672 100 100
41 0.278319 100 100
42 0.277973 100 100
43 0.277635 100 100
44 0.277305 100 100
45 0.276982 100 100
46 0.276666 100 100
47 0.276357 100 100
48 0.276054 100 100
49 0.275759 100 100
50 0.27547 100 100
51 0.275187 100 100
52 0.27491 100 100
53 0.274639 100 100
54 0.274373 100 100
55 0.274114 100 100
56 0.27386 100 100
57 0.273611 100 100
58 0.273367 100 100
59 0.273128 100 100
60 0.272894 100 100
61 0.272665 100 100
62 0.27244 100 100
63 0.27222 100 100
64 0.272005 100 100
65 0.271793 100 100
66 0.271586 100 100
67 0.271383 100 100
68 0.271183 100 100
69 0.270988 100 100
70 0.270796 100 100
71 0.270607 100 100
72 0.270423 100 100
73 0.270241 100 100
74 0.270063 100 100
75 0.269888 100 100
76 0.269716 100 100
77 0.269548 100 100
78 0.269382 100 100
79 0.269219 100 100
80 0.269059 100 100
81 0.268902 100 100
82 0.268748 100 100
83 0.268596 100 100
84 0.268446 100 100
85 0.268299 100 100
86 0.268155 100 100
87 0.268013 100 100
88 0.267873 100 100
89 0.267735 100 100
90 0.267599 100 100
91 0.267466 100 100
92 0.267335 100 100
93 0.267205 100 100
94 0.267078 100 100
95 0.266953 100 100
96 0.266829 100 100
97 0.266707 100 100
